
####################################################################################################
############################    New Connection @ 13:27:01 | 04-12-15    ############################
####################################################################################################

[LOG: 14:26:35 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 8
[LOG: 14:26:36 | 04-12-15] - PubEvent pub00, /p00-0, 9
[LOG: 14:26:36 | 04-12-15] - PubEvent pub10, /p00-1, 9
[LOG: 14:26:36 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 9
[LOG: 14:26:36 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 9
[LOG: 14:26:36 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 9
[LOG: 14:26:36 | 04-12-15] - PubEvent pub00, /p00-0, 10
[LOG: 14:26:36 | 04-12-15] - PubEvent pub10, /p00-1, 10
[LOG: 14:26:36 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 10
[LOG: 14:26:36 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 10
[LOG: 14:26:36 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 10
[LOG: 14:26:37 | 04-12-15] - PubEvent pub00, /p00-0, 11
[LOG: 14:26:37 | 04-12-15] - PubEvent pub10, /p00-1, 11
[LOG: 14:26:37 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 11
[LOG: 14:26:37 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 11
[LOG: 14:26:37 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 11
[LOG: 14:26:37 | 04-12-15] - PubEvent pub00, /p00-0, 12
[LOG: 14:26:37 | 04-12-15] - PubEvent pub10, /p00-1, 12
[LOG: 14:26:37 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 12
[LOG: 14:26:37 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 12
[LOG: 14:26:37 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 12
[LOG: 14:26:38 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 5
[LOG: 14:26:38 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 5
[LOG: 14:26:38 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 11
[LOG: 14:26:38 | 04-12-15] - PubEvent pub00, /p00-0, 13
[LOG: 14:26:38 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 11
[LOG: 14:26:38 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 12
[LOG: 14:26:38 | 04-12-15] - PubEvent pub10, /p00-1, 13
[LOG: 14:26:38 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 13
[LOG: 14:26:38 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 13
[LOG: 14:26:38 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 13
[LOG: 14:26:38 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 12
[LOG: 14:26:38 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 13
[LOG: 14:26:38 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 13
[LOG: 14:26:38 | 04-12-15] - PubEvent pub00, /p00-0, 14
[LOG: 14:26:38 | 04-12-15] - PubEvent pub10, /p00-1, 14
[LOG: 14:26:38 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 14
[LOG: 14:26:38 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 14
[LOG: 14:26:38 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 14
[LOG: 14:26:38 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 14
[LOG: 14:26:38 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 14
[LOG: 14:26:39 | 04-12-15] - PubEvent pub00, /p00-0, 15
[LOG: 14:26:39 | 04-12-15] - PubEvent pub10, /p00-1, 15
[LOG: 14:26:39 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 15
[LOG: 14:26:39 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 15
[LOG: 14:26:39 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 15
[LOG: 14:26:39 | 04-12-15] - PubEvent pub00, /p00-0, 16
[LOG: 14:26:39 | 04-12-15] - PubEvent pub10, /p00-1, 16
[LOG: 14:26:39 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 16
[LOG: 14:26:39 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 13
[LOG: 14:26:39 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 16
[LOG: 14:26:39 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 16
[LOG: 14:26:39 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 10
[LOG: 14:26:39 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 7
[LOG: 14:26:39 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 13
[LOG: 14:26:39 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 13
[LOG: 14:26:39 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 10
[LOG: 14:26:39 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 10
[LOG: 14:26:39 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 7
[LOG: 14:26:39 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 7
[LOG: 14:26:39 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 7
[LOG: 14:26:40 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 7
[LOG: 14:26:40 | 04-12-15] - PubEvent pub00, /p00-0, 17
[LOG: 14:26:40 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 17
[LOG: 14:26:40 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 17
[LOG: 14:26:40 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 17
[LOG: 14:26:40 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 5
[LOG: 14:26:40 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 11
[LOG: 14:26:40 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 14
[LOG: 14:26:40 | 04-12-15] - PubEvent pub10, /p00-1, 17
[LOG: 14:26:40 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 8
[LOG: 14:26:40 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 17
[LOG: 14:26:40 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 17
[LOG: 14:26:40 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 17
[LOG: 14:26:40 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 5
[LOG: 14:26:40 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 7
[LOG: 14:26:40 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 15
[LOG: 14:26:40 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 6
[LOG: 14:26:40 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 5
[LOG: 14:26:40 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 5
[LOG: 14:26:40 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 5
[LOG: 14:26:40 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 7
[LOG: 14:26:40 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 15
[LOG: 14:26:40 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 11
[LOG: 14:26:40 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 6
[LOG: 14:26:40 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 11
[LOG: 14:26:40 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 8
[LOG: 14:26:40 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 14
[LOG: 14:26:40 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 8
[LOG: 14:26:40 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 14
[LOG: 14:26:40 | 04-12-15] - PubEvent pub00, /p00-0, 18
[LOG: 14:26:40 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 18
[LOG: 14:26:40 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 18
[LOG: 14:26:40 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 18
[LOG: 14:26:40 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 15
[LOG: 14:26:40 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 15
[LOG: 14:26:40 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 15
[LOG: 14:26:40 | 04-12-15] - PubEvent pub10, /p00-1, 18
[LOG: 14:26:40 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 18
[LOG: 14:26:40 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 9
[LOG: 14:26:40 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 6
[LOG: 14:26:40 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 9
[LOG: 14:26:40 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 6
[LOG: 14:26:40 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 8
[LOG: 14:26:40 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 8
[LOG: 14:26:40 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 16
[LOG: 14:26:40 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 9
[LOG: 14:26:40 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 9
[LOG: 14:26:40 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 18
[LOG: 14:26:40 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 17
[LOG: 14:26:40 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 17
[LOG: 14:26:40 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 10
[LOG: 14:26:40 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 10
[LOG: 14:26:40 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 18
[LOG: 14:26:40 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 18
[LOG: 14:26:40 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 6
[LOG: 14:26:40 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 6
[LOG: 14:26:40 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 6
[LOG: 14:26:40 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 8
[LOG: 14:26:40 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 8
[LOG: 14:26:40 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 16
[LOG: 14:26:40 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 9
[LOG: 14:26:40 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 9
[LOG: 14:26:40 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 9
[LOG: 14:26:40 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 17
[LOG: 14:26:40 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 17
[LOG: 14:26:40 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 10
[LOG: 14:26:40 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 10
[LOG: 14:26:40 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 18
[LOG: 14:26:40 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 3
[LOG: 14:26:40 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 18
[LOG: 14:26:40 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 12
[LOG: 14:26:40 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 18
[LOG: 14:26:40 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 12
[LOG: 14:26:40 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 12
[LOG: 14:26:41 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 11
[LOG: 14:26:41 | 04-12-15] - PubEvent pub00, /p00-0, 19
[LOG: 14:26:41 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 19
[LOG: 14:26:41 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 19
[LOG: 14:26:41 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 19
[LOG: 14:26:41 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 16
[LOG: 14:26:41 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 16
[LOG: 14:26:41 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 16
[LOG: 14:26:41 | 04-12-15] - PubEvent pub10, /p00-1, 19
[LOG: 14:26:41 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 19
[LOG: 14:26:41 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 19
[LOG: 14:26:41 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 19
[LOG: 14:26:41 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 19
[LOG: 14:26:41 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 19
[LOG: 14:26:41 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 12
[LOG: 14:26:41 | 04-12-15] - PubEvent pub00, /p00-0, 20
[LOG: 14:26:41 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 20
[LOG: 14:26:41 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 20
[LOG: 14:26:41 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 20
[LOG: 14:26:41 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 20
[LOG: 14:26:41 | 04-12-15] - PubEvent pub10, /p00-1, 20
[LOG: 14:26:41 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 20
[LOG: 14:26:41 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 20
[LOG: 14:26:41 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 20
[LOG: 14:26:42 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 20
[LOG: 14:26:42 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 13
[LOG: 14:26:42 | 04-12-15] - PubEvent pub00, /p00-0, 21
[LOG: 14:26:42 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 21
[LOG: 14:26:42 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 21
[LOG: 14:26:42 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 21
[LOG: 14:26:42 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 21
[LOG: 14:26:42 | 04-12-15] - PubEvent pub10, /p00-1, 21
[LOG: 14:26:42 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 21
[LOG: 14:26:42 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 21
[LOG: 14:26:42 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 21
[LOG: 14:26:42 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 21
[LOG: 14:26:42 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 14
[LOG: 14:26:42 | 04-12-15] - PubEvent pub00, /p00-0, 22
[LOG: 14:26:42 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 22
[LOG: 14:26:42 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 22
[LOG: 14:26:42 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 22
[LOG: 14:26:42 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 22
[LOG: 14:26:43 | 04-12-15] - PubEvent pub10, /p00-1, 22
[LOG: 14:26:43 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 22
[LOG: 14:26:43 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 22
[LOG: 14:26:43 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 22
[LOG: 14:26:43 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 22
[LOG: 14:26:43 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 15
[LOG: 14:26:43 | 04-12-15] - PubEvent pub00, /p00-0, 23
[LOG: 14:26:43 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 23
[LOG: 14:26:43 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 23
[LOG: 14:26:43 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 23
[LOG: 14:26:43 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 23
[LOG: 14:26:43 | 04-12-15] - PubEvent pub10, /p00-1, 23
[LOG: 14:26:43 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 23
[LOG: 14:26:43 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 23
[LOG: 14:26:43 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 23
[LOG: 14:26:43 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 23
[LOG: 14:26:43 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 16
[LOG: 14:26:43 | 04-12-15] - PubEvent pub00, /p00-0, 24
[LOG: 14:26:43 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 24
[LOG: 14:26:43 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 24
[LOG: 14:26:43 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 24
[LOG: 14:26:43 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 24
[LOG: 14:26:44 | 04-12-15] - PubEvent pub10, /p00-1, 24
[LOG: 14:26:44 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 24
[LOG: 14:26:44 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 24
[LOG: 14:26:44 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 24
[LOG: 14:26:44 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 24
[LOG: 14:26:44 | 04-12-15] - PubEvent pub00, /p00-0, 25
[LOG: 14:26:44 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 25
[LOG: 14:26:44 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 25
[LOG: 14:26:44 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 25
[LOG: 14:26:44 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 25
[LOG: 14:26:44 | 04-12-15] - PubEvent pub10, /p00-1, 25
[LOG: 14:26:44 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 25
[LOG: 14:26:44 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 25
[LOG: 14:26:44 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 25
[LOG: 14:26:44 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 25
[LOG: 14:26:45 | 04-12-15] - PubEvent pub00, /p00-0, 26
[LOG: 14:26:45 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 26
[LOG: 14:26:45 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 26
[LOG: 14:26:45 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 26
[LOG: 14:26:45 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 26
[LOG: 14:26:45 | 04-12-15] - PubEvent pub10, /p00-1, 26
[LOG: 14:26:45 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 26
[LOG: 14:26:45 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 26
[LOG: 14:26:45 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 26
[LOG: 14:26:45 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 26
[LOG: 14:26:45 | 04-12-15] - PubEvent pub00, /p00-0, 27
[LOG: 14:26:45 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 27
[LOG: 14:26:45 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 27
[LOG: 14:26:45 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 27
[LOG: 14:26:45 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 27
[LOG: 14:26:45 | 04-12-15] - PubEvent pub10, /p00-1, 27
[LOG: 14:26:45 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 27
[LOG: 14:26:45 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 27
[LOG: 14:26:45 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 27
[LOG: 14:26:45 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 27
[LOG: 14:26:46 | 04-12-15] - PubEvent pub00, /p00-0, 28
[LOG: 14:26:46 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 28
[LOG: 14:26:46 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 28
[LOG: 14:26:46 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 28
[LOG: 14:26:46 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 28
[LOG: 14:26:46 | 04-12-15] - PubEvent pub10, /p00-1, 28
[LOG: 14:26:46 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 28
[LOG: 14:26:46 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 28
[LOG: 14:26:46 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 28
[LOG: 14:26:46 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 28
[LOG: 14:26:46 | 04-12-15] - PubEvent pub00, /p00-0, 29
[LOG: 14:26:46 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 29
[LOG: 14:26:46 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 29
[LOG: 14:26:46 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 29
[LOG: 14:26:46 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 29
[LOG: 14:26:46 | 04-12-15] - PubEvent pub10, /p00-1, 29
[LOG: 14:26:46 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 29
[LOG: 14:26:46 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 29
[LOG: 14:26:46 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 29
[LOG: 14:26:46 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 29
[LOG: 14:26:47 | 04-12-15] - PubEvent pub00, /p00-0, 30
[LOG: 14:26:47 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 30
[LOG: 14:26:47 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 30
[LOG: 14:26:47 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 30
[LOG: 14:26:47 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 30
[LOG: 14:26:47 | 04-12-15] - PubEvent pub10, /p00-1, 30
[LOG: 14:26:47 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 30
[LOG: 14:26:47 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 30
[LOG: 14:26:47 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 30
[LOG: 14:26:47 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 30
[LOG: 14:26:47 | 04-12-15] - PubEvent pub00, /p00-0, 31
[LOG: 14:26:47 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 31
[LOG: 14:26:47 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 31
[LOG: 14:26:47 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 31
[LOG: 14:26:47 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 31
[LOG: 14:26:47 | 04-12-15] - PubEvent pub10, /p00-1, 31
[LOG: 14:26:47 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 31
[LOG: 14:26:47 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 31
[LOG: 14:26:47 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 31
[LOG: 14:26:47 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 31
[LOG: 14:26:48 | 04-12-15] - PubEvent pub00, /p00-0, 32
[LOG: 14:26:48 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 32
[LOG: 14:26:48 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 32
[LOG: 14:26:48 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 32
[LOG: 14:26:48 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 32
[LOG: 14:26:48 | 04-12-15] - PubEvent pub10, /p00-1, 32
[LOG: 14:26:48 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 32
[LOG: 14:26:48 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 32
[LOG: 14:26:48 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 32
[LOG: 14:26:48 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 32
[LOG: 14:26:48 | 04-12-15] - PubEvent pub00, /p00-0, 33
[LOG: 14:26:48 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 33
[LOG: 14:26:48 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 33
[LOG: 14:26:48 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 33
[LOG: 14:26:48 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 33
[LOG: 14:26:48 | 04-12-15] - PubEvent pub10, /p00-1, 33
[LOG: 14:26:48 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 33
[LOG: 14:26:48 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 33
[LOG: 14:26:48 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 33
[LOG: 14:26:48 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 33
[LOG: 14:26:49 | 04-12-15] - PubEvent pub00, /p00-0, 34
[LOG: 14:26:49 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 34
[LOG: 14:26:49 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 34
[LOG: 14:26:49 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 34
[LOG: 14:26:49 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 34
[LOG: 14:26:49 | 04-12-15] - PubEvent pub10, /p00-1, 34
[LOG: 14:26:49 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 34
[LOG: 14:26:49 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 34
[LOG: 14:26:49 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 34
[LOG: 14:26:49 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 34
[LOG: 14:26:49 | 04-12-15] - PubEvent pub00, /p00-0, 35
[LOG: 14:26:49 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 35
[LOG: 14:26:49 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 35
[LOG: 14:26:49 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 35
[LOG: 14:26:49 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 35
[LOG: 14:26:49 | 04-12-15] - PubEvent pub10, /p00-1, 35
[LOG: 14:26:49 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 35
[LOG: 14:26:49 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 35
[LOG: 14:26:49 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 35
[LOG: 14:26:49 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 35
[LOG: 14:26:50 | 04-12-15] - PubEvent pub00, /p00-0, 36
[LOG: 14:26:50 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 36
[LOG: 14:26:50 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 36
[LOG: 14:26:50 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 36
[LOG: 14:26:50 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 36
[LOG: 14:26:50 | 04-12-15] - PubEvent pub10, /p00-1, 36
[LOG: 14:26:50 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 36
[LOG: 14:26:50 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 36
[LOG: 14:26:50 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 36
[LOG: 14:26:50 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 36
[LOG: 14:26:50 | 04-12-15] - PubEvent pub00, /p00-0, 37
[LOG: 14:26:50 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 37
[LOG: 14:26:50 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 37
[LOG: 14:26:50 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 37
[LOG: 14:26:50 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 37
